SIRET;Code_postal;APP_Libelle_activite_etablissement;Agrement;ods_type_activite;Synthese_eval_sanit_A améliorer;Synthese_eval_sanit_A corriger de manière urgente;Synthese_eval_sanit_Satisfaisant;Synthese_eval_sanit_Très satisfaisant
83101168900013;24;Boulangerie-Pâtisserie;1;Autres;0;0;0;1
88527993500013;75;Restaurant;1;Autres;0;0;1;0
44367976600016;44;Restaurant;1;Autres;0;0;0;1
21750001600670;75;Restauration collective;1;Autres;0;0;0;1
50443197400022;33;Poissonnerie;1;Autres;0;0;1;0
88794625900017;1;Restaurant;1;Autres;0;0;1;0
44175181500040;79;Restaurant;1;Autres;0;0;1;0
21490338700022;49;Restauration collective;1;Autres;0;0;1;0
44879911400013;34;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;1;0;0;0
38291817500045;33;Restaurant;1;Autres;0;0;1;0
77830238000010;25;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
45346120400035;59;Traiteur|Boucherie-Charcuterie;1;Autres;0;0;1;0
40847814700023;1;Restaurant;1;Autres;0;0;0;1
48220453400010;3;Restaurant;1;Autres;0;0;1;0
39406835700034;33;Restaurant;1;Autres;0;0;1;0
77568497000137;75;Restauration collective;1;Autres;0;0;1;0
83839606700012;56;Restaurant;1;Autres;0;0;1;0
79000852800016;32;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
87978073200027;75;Boulangerie-Pâtisserie;1;Autres;0;0;1;0
40305211102459;75;Métier de bouche;1;Autres;0;0;0;1
80181912900017;3;Restaurant;1;Autres;0;0;0;1
83107574200013;39;Restaurant;1;Autres;0;0;0;1
80187190600013;87;Producteur fermier;1;Autres;0;0;0;1
39283147500034;31;Restaurant;1;Autres;0;0;0;1
80207935000038;75;Restaurant;1;Autres;0;0;0;1
53896154100058;75;Restaurant;1;Autres;0;0;0;1
53473111200015;44;Restaurant;1;Autres;0;0;1;0
42327884500015;69;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;0;1
34477443500020;25;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;0;1
26750045201720;75;Restauration collective;1;Autres;0;0;1;0
83136146400017;51;Restaurant;1;Autres;0;0;0;1
34273046200013;85;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;1;0
40214624500020;75;Métier de bouche;1;Autres;0;0;1;0
41995994500033;24;Commerce alimentaire;1;Autres;0;0;0;1
44788702700012;33;Restaurant;1;Autres;0;0;1;0
53329132400010;75;Restaurant;1;Autres;0;0;1;0
82887592200019;75;Restaurant;1;Autres;0;0;0;1
81077306900010;75;Commerce alimentaire;1;Autres;0;0;0;1
80057987200014;97;Boucherie-Charcuterie;1;Autres;0;0;1;0
38515515500018;97;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;1;0
30992858800024;91;Découpe de viandes de volailles/lagomorphe;1;Viandes et produits carnés;0;0;0;1
41361441300016;88;Producteur fermier;1;Autres;0;0;0;1
41323153100018;14;Producteur fermier;1;Autres;0;0;1;0
41034705800019;43;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
83470596400015;2;Restaurant;1;Autres;0;0;1;0
52320057400011;76;Restaurant;1;Autres;0;0;1;0
89221322400017;85;Restaurant;1;Autres;0;0;0;1
88216720800025;97;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
83752935300018;66;Restaurant;1;Autres;0;0;1;0
79146688100038;7;Producteur fermier;1;Autres;0;0;0;1
81217027200031;59;Boucherie-Charcuterie;1;Autres;0;0;1;0
41991072400014;75;Restaurant;1;Autres;0;0;0;1
38482789500010;53;Restaurant;1;Autres;0;0;0;1
88206622800025;81;Restaurant;1;Autres;0;0;1;0
48831990600019;57;Restaurant;1;Autres;0;0;0;1
31249684700020;61;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
80354913800029;75;Boucherie-Charcuterie;1;Autres;0;0;1;0
84179281500018;75;Restaurant;1;Autres;0;0;0;1
33171903900017;43;Producteur fermier;1;Autres;0;0;1;0
32744646400023;31;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
20006864100063;31;Restauration collective;1;Autres;0;0;1;0
38012221800015;43;Producteur fermier;1;Autres;0;0;1;0
19800049900014;80;Restauration collective;1;Autres;0;0;1;0
89095477900017;38;Producteur fermier;1;Autres;0;0;0;1
85003605400011;7;Restaurant;1;Autres;0;0;1;0
83326519200025;85;Restaurant;1;Autres;0;0;1;0
75281232100038;84;Boucherie-Charcuterie;1;Autres;0;0;1;0
88332350300010;5;Restaurant;1;Autres;0;0;1;0
81759197700019;20;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
37880199700016;38;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
31853290000020;54;Boucherie-Charcuterie;1;Autres;0;0;0;1
41346655800017;75;Restaurant;1;Autres;0;0;0;1
41042727200035;56;Autres activités de remise directe;1;Autres;0;0;1;0
43435780200025;75;Restaurant;1;Autres;0;0;1;0
80971121100015;94;Restaurant;1;Autres;0;0;1;0
33237846200029;94;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
21160415200028;16;Restauration collective;1;Autres;0;0;1;0
78692030600622;57;Libre service|Rayon poissonnerie;1;Autres;0;0;0;1
53145474200051;56;Libre service|Alimentation générale;1;Autres;0;0;1;0
31038245200020;68;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
39973124900021;26;Caves d'affinage;1;Lait et produits laitiers;0;0;1;0
83970972200020;94;Entreposage non spécialisé de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
41257562300092;94;Découpe de fromages;1;Lait et produits laitiers;0;0;0;1
77736188200015;22;Restauration collective;1;Autres;0;0;0;1
38761430800014;5;Producteur fermier;1;Autres;0;0;0;1
80128282300013;11;Restauration collective;1;Autres;0;0;0;1
85195156600021;93;Boucherie-Charcuterie;1;Autres;0;0;0;1
80043237900017;40;Restaurant;1;Autres;0;0;1;0
49450991200049;64;Fromagerie;1;Autres;0;0;1;0
45132133500080;60;Rayon poissonnerie;1;Autres;0;0;1;0
35088924200011;75;Rayon pain/viennoiserie/pâtisserie;1;Autres;0;0;0;1
79778771000012;63;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
40588075800025;42;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
45006930700038;62;Transformation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;0;1
45325243900014;34;Boucherie-Charcuterie;1;Autres;0;0;1;0
84084587900013;75;Restaurant;1;Autres;0;0;1;0
44453590000021;75;Commerce alimentaire;1;Autres;0;0;0;1
82098022500016;94;Restaurant;1;Autres;0;0;0;1
50801725800023;29;Restaurant;1;Autres;0;0;1;0
43818766800027;76;Pêche de production primaire;1;Produits de la mer et d'eau douce;0;0;1;0
49987504500019;72;Restaurant;1;Autres;0;0;1;0
53932630600013;75;Restaurant;1;Autres;1;0;0;0
31716980300010;13;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
85254479000011;94;Restaurant;1;Autres;0;0;0;1
82932433400020;95;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
84872413400012;58;Restaurant;1;Autres;0;0;1;0
50428963800042;85;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
80521940900010;16;Restaurant;1;Autres;0;0;1;0
85038926300011;97;Restaurant;1;Autres;0;0;1;0
80083383200010;7;Restaurant;1;Autres;0;0;1;0
84865277200015;69;Boucherie-Charcuterie;1;Autres;0;0;0;1
43818766800027;76;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
42575027000026;70;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;1;0;0;0
21290195300142;29;Restauration collective;1;Autres;0;0;1;0
80920419100021;22;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
85218322700010;94;Restaurant;1;Autres;0;0;0;1
78913978900943;69;Libre service|Rayon boucherie-charcuterie;1;Autres;0;0;0;1
85129925500014;76;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;0;1
85366866300018;59;Restaurant;1;Autres;0;0;1;0
26971045500016;97;Restauration collective;1;Autres;0;0;1;0
21860140900038;86;Restauration collective;1;Autres;0;0;1;0
83897605800019;94;Restaurant;1;Autres;0;0;0;1
88976325600019;30;Restaurant;1;Autres;0;0;0;1
83829540000017;57;Boulangerie-Pâtisserie;1;Autres;0;0;1;0
80988791200016;69;Boulangerie-Pâtisserie|Traiteur;1;Autres;0;0;1;0
39337442600020;80;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
43005254800012;62;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
26750004903712;75;Restauration collective;1;Autres;0;0;0;1
79454646500012;2;Producteur fermier;1;Autres;0;0;1;0
84941286100015;75;Restaurant;1;Autres;0;0;0;1
32752917800011;71;Découpe de viandes de volailles/lagomorphe;1;Viandes et produits carnés;0;0;0;1
51536124400012;75;Restaurant;1;Autres;0;0;1;0
33865503800010;71;Producteur fermier;1;Autres;0;0;0;1
32752917800011;71;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
49203622300047;1;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;1;0
34850842500017;97;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;1;0
32441890400011;70;Entreposage de distribution de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;1;0
88071104900010;20;Restaurant;1;Autres;0;0;1;0
62820126100037;93;Poissonnerie;1;Autres;0;0;1;0
35201495500277;44;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
31982198900013;75;Restauration collective;1;Autres;0;0;1;0
43005254800012;62;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
82265291300010;75;Restaurant;1;Autres;0;0;0;1
20004675300022;86;Restauration collective;1;Autres;0;0;1;0
48371664300026;75;Restaurant;1;Autres;1;0;0;0
32752917800011;71;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
41908371200051;33;Restaurant;1;Autres;0;0;1;0
41390176004907;13;Restauration collective;1;Autres;0;0;1;0
48008096900805;93;Restauration collective;1;Autres;1;0;0;0
67692023400041;0;Transport de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
30350647100018;67;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
32195384600011;12;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
34464345700023;71;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;1;0
38424628600015;15;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
77786382000018;56;Restauration collective;1;Autres;0;0;1;0
83971843400013;69;Restaurant;1;Autres;0;0;1;0
38424628600015;15;Découpe de fromages;1;Lait et produits laitiers;0;0;0;1
45056852200012;57;Restaurant;1;Autres;0;0;0;1
83443539800013;60;Restaurant;1;Autres;0;0;1;0
83003850100011;6;Restaurant;1;Autres;0;0;1;0
52335754900014;59;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;0;1
87785893600017;85;Restaurant;1;Autres;1;0;0;0
39937731600019;67;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;1;0
33364549700012;75;Restaurant;1;Autres;0;0;1;0
80109341000018;75;Restaurant;1;Autres;0;0;1;0
40059648200010;17;Rayon poissonnerie;1;Autres;0;0;1;0
34278590400018;43;Producteur fermier;1;Autres;0;0;1;0
40778962700012;70;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
34239504300017;19;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
80892661200033;75;Restaurant;1;Autres;0;0;0;1
42230269500016;81;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;1;0
77562993401063;91;Restauration collective;1;Autres;0;0;0;1
84352257400014;75;Restaurant;1;Autres;0;0;1;0
40778962700012;70;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
32785137400014;45;Producteur fermier;1;Autres;0;0;1;0
82933795500019;63;Producteur fermier;1;Autres;0;0;1;0
79270683000017;69;Restaurant;1;Autres;0;0;1;0
21160061400021;16;Restauration collective;1;Autres;0;0;1;0
82933795500019;63;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
86950022300043;56;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
21110356900029;11;Restauration collective;1;Autres;0;0;1;0
21780092900036;78;Restauration collective;1;Autres;0;0;1;0
44842969600017;84;Restaurant;1;Autres;0;0;1;0
84922166800015;22;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
84944566300024;17;Restaurant;1;Autres;0;0;0;1
19631225000018;63;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
83337162800029;77;Libre service|Alimentation générale;1;Autres;0;0;1;0
51540497800014;66;Restaurant;1;Autres;0;0;1;0
38474120300010;69;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
80194860500010;40;Libre service|Alimentation générale;1;Autres;0;0;1;0
75098984000012;97;Producteur fermier;1;Autres;0;0;1;0
31543190800021;44;Métier de bouche;1;Autres;0;0;0;1
41438355400022;12;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
34078865200030;20;Restauration collective;1;Autres;0;0;1;0
32035527400012;76;Restauration collective;1;Autres;0;0;1;0
78385408600015;59;Restauration collective;1;Autres;0;0;0;1
87815806200017;40;Transport de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
81418356200010;24;Restaurant;1;Autres;0;0;0;1
30164242700027;25;Caves d'affinage;1;Lait et produits laitiers;0;0;1;0
80897011500024;50;Restaurant;1;Autres;0;0;1;0
39370291500025;33;Restaurant;1;Autres;0;0;0;1
82422622900014;6;Restaurant;1;Autres;0;0;1;0
21972227900045;97;Restauration collective;1;Autres;0;0;0;1
79305421400010;75;Restaurant;1;Autres;0;0;1;0
42207139900014;56;Commerce alimentaire;1;Autres;0;0;1;0
78902631700014;5;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
83386819300016;75;Restaurant;1;Autres;0;0;0;1
53841906000032;67;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
89133076300014;68;Libre service|Alimentation générale;1;Autres;0;0;1;0
30247464800417;75;Alimentation générale;1;Autres;0;0;0;1
50451624600031;54;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
81007231400026;76;Restaurant;1;Autres;0;0;0;1
79932189800014;69;Boucherie-Charcuterie;1;Autres;1;0;0;0
89045238600018;84;Restaurant;1;Autres;0;0;1;0
44247791500031;84;Restaurant;1;Autres;1;0;0;0
84534352400011;19;Entreposage de distribution de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;1;0
47718101001602;67;Restauration collective;1;Autres;0;0;0;1
32188349800016;85;Producteur fermier;1;Autres;0;0;0;1
40069668800029;14;Poissonnerie;1;Autres;0;0;0;1
42255663900025;76;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
21340058300026;34;Restauration collective;1;Autres;0;0;1;0
53967208900015;85;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;1;0;0;0
87887509500019;63;Boucherie-Charcuterie;1;Autres;0;0;1;0
44886840600068;78;Restauration collective;1;Autres;0;0;1;0
52417622900010;13;Libre service;1;Autres;0;0;0;1
41484824200015;50;Rayon traiteur;1;Autres;0;0;1;0
80960996900013;75;Restaurant;1;Autres;0;0;1;0
82344240500010;69;Boucherie-Charcuterie;1;Autres;1;0;0;0
66202519655842;17;Restauration collective;1;Autres;0;0;0;1
51309041500011;91;Restaurant;1;Autres;0;0;1;0
33419661500051;11;Restaurant;1;Autres;0;0;1;0
80374980300018;85;Restaurant;1;Autres;0;0;1;0
39186096200037;29;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
21590051500010;62;Restauration collective;1;Autres;0;0;0;1
55208329701265;75;Rayon pain/viennoiserie/pâtisserie;1;Autres;0;0;0;1
41049825700022;68;Producteur fermier;1;Autres;0;0;0;1
21620329900104;62;Restauration collective;1;Autres;0;0;0;1
55208329701265;75;Restaurant;1;Autres;0;0;0;1
37937910000025;72;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
83128302300016;75;Restaurant;1;Autres;0;0;1;0
39070389002013;38;Restauration collective;1;Autres;0;0;0;1
39090349000022;56;Restaurant;1;Autres;0;0;0;1
51323298300017;27;Restaurant;1;Autres;0;0;1;0
38376154100028;69;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
19650034200015;65;Restauration collective;1;Autres;0;0;0;1
48886398600011;67;Restaurant;1;Autres;0;0;0;1
41214933800037;97;Restaurant;1;Autres;0;0;0;1
32359974600019;31;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
81142501600037;69;Libre service|Alimentation générale;1;Autres;0;0;1;0
81201213600014;6;Restaurant;1;Autres;1;0;0;0
83496575800016;44;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;1;0
43329504500010;63;Entreposage de produits laitiers;1;Transport et entreposage de denrées alimentaires;1;0;0;0
84434143800019;38;Restaurant;1;Autres;0;0;0;1
88155573400014;56;Alimentation générale;1;Autres;0;0;1;0
19170142400019;17;Restauration collective;1;Autres;0;0;0;1
55204499202242;69;Mareyage et préparation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;0;1
84455307300017;75;Restaurant;1;Autres;0;0;1;0
19420968000017;42;Restauration collective;1;Autres;0;0;0;1
83754422000010;34;Restaurant;1;Autres;0;0;1;0
39238733800016;21;Producteur fermier;1;Autres;0;0;1;0
19660078700010;66;Restauration collective;1;Autres;0;0;0;1
33210743200046;59;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;1;0
32744646400023;31;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
84317494700013;16;Restaurant;1;Autres;0;0;1;0
79154144400018;19;Métier de bouche;1;Autres;0;0;1;0
84229718600012;75;Restaurant;1;Autres;0;0;0;1
31623898900016;17;Poissonnerie;1;Autres;0;0;1;0
78481011100194;75;Restauration collective;1;Autres;0;0;1;0
32128998500012;40;Restauration collective;1;Autres;0;0;0;1
88254286300015;85;Restaurant;1;Autres;0;0;0;1
40529563500016;36;Producteur fermier;1;Autres;0;0;1;0
48805344800020;75;Restaurant;1;Autres;0;0;0;1
70622054800046;13;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
51057918800010;75;Restaurant;1;Autres;0;0;1;0
34188513500010;5;Rayon poissonnerie|Rayon fromagerie|Rayon pain/viennoiserie/pâtisserie|Rayon boucherie-charcuterie;1;Autres;0;0;1;0
19921181400017;92;Restauration collective;1;Autres;0;0;1;0
33096610200049;84;Restauration collective;1;Autres;0;0;1;0
50329322700016;64;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
82412224600013;75;Restaurant;1;Autres;0;0;0;1
48770157500010;3;Boucherie-Charcuterie;1;Autres;0;0;0;1
49478270900013;56;Restauration collective;1;Autres;0;0;1;0
31945020100045;49;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
52516345700019;75;Restaurant;1;Autres;0;0;1;0
84941395000023;91;Boucherie-Charcuterie;1;Autres;0;0;0;1
21110076300013;11;Restauration collective;1;Autres;0;0;1;0
54204452400867;75;Restauration collective;1;Autres;0;0;1;0
81426015400020;16;Restaurant;1;Autres;0;0;1;0
85033846800018;34;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
75269703700022;97;Restaurant;1;Autres;0;0;1;0
53327599600023;54;Restaurant;1;Autres;0;0;1;0
21130072800030;13;Restauration collective;1;Autres;0;0;0;1
22010001000598;1;Restauration collective;1;Autres;0;0;0;1
84397852900017;82;Restauration collective;1;Autres;0;0;1;0
83535965400018;75;Restaurant;1;Autres;0;0;0;1
83508480700014;68;Boucherie-Charcuterie;1;Autres;0;0;1;0
50808850700019;2;Boucherie-Charcuterie;1;Autres;0;0;1;0
85231529000027;31;Producteur fermier;1;Autres;0;0;1;0
52119857200088;75;Restaurant;1;Autres;0;0;0;1
83201843600010;75;Restaurant;1;Autres;0;0;1;0
89096928000019;94;Restaurant;1;Autres;0;0;1;0
80147644100028;83;Restaurant;1;Autres;0;0;0;1
21640130700022;64;Restauration collective;1;Autres;0;0;0;1
51034725500018;75;Restaurant;1;Autres;0;0;0;1
18760914400022;76;Restauration collective;1;Autres;0;0;0;1
81522669100047;38;Producteur fermier;1;Autres;0;0;1;0
21590359200107;59;Restauration collective;1;Autres;0;0;1;0
83811768700015;11;Restaurant;1;Autres;0;0;1;0
79787902000015;75;Glacier;1;Autres;0;0;0;1
41451714400021;56;Restaurant;1;Autres;0;0;1;0
37843341100170;11;Restaurant;1;Autres;0;0;1;0
39527188500018;32;VH, VSM, préparation viandes volailles lagomorphes;1;Viandes et produits carnés;0;0;1;0
82853724100014;24;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;0;1
77560376400215;43;Restauration collective;1;Autres;0;0;1;0
80126411000033;69;Fromagerie;1;Autres;0;0;1;0
53932219800018;32;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;1;0;0;0
81422272500016;85;Restauration collective;1;Autres;0;0;1;0
50345001700010;5;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
78481011100228;75;Restauration collective;1;Autres;0;0;1;0
48214651100019;25;Restaurant;1;Autres;0;0;0;1
75113363800013;75;Restaurant;1;Autres;0;0;0;1
50119639800058;5;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;1;0
51904511600018;61;Transport de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
75012775500015;94;Restaurant;1;Autres;0;0;1;0
37816017000015;6;Restaurant;1;Autres;0;0;1;0
82384668800013;11;Restaurant;1;Autres;0;0;1;0
43170650600018;73;Boucherie-Charcuterie;1;Autres;0;0;0;1
79284146200015;65;Producteur fermier;1;Autres;0;0;0;1
42932969100019;54;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
75171596200013;23;Entreposage non spécialisé de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;1;0
81331207100018;93;Restaurant;1;Autres;0;0;0;1
42306605900019;35;Traiteur;1;Autres;0;0;1;0
43247303100024;75;Rayon pain/viennoiserie/pâtisserie;1;Autres;0;0;1;0
49475607500011;75;Restaurant;1;Autres;0;0;1;0
53889947700011;23;Producteur fermier;1;Autres;0;0;0;1
52338019400010;54;Restaurant;1;Autres;0;0;0;1
83332809900027;75;Restaurant;1;Autres;0;0;1;0
81243407400033;44;Restaurant;1;Autres;0;0;0;1
95751793100169;69;Métier de bouche;1;Autres;0;0;1;0
40126486600021;94;Vente en gros de viande de boucherie;1;Viandes et produits carnés;0;0;0;1
49203622300047;1;Boucherie-Charcuterie;1;Autres;0;0;1;0
48130180200023;75;Libre service;1;Autres;0;0;1;0
33291193200017;82;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;1;0
43786427500015;88;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;1;0
47718101003756;17;Restauration collective;1;Autres;0;0;1;0
40126486600021;94;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;0;1
50969671200017;75;Restaurant;1;Autres;0;0;1;0
80922195500010;34;Restaurant;1;Autres;0;0;1;0
44872195100011;83;Boucherie-Charcuterie;1;Autres;0;0;0;1
79026962500014;1;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;0;1
87884141000011;94;Restaurant;1;Autres;0;0;1;0
40339122000064;77;Responsable de restauration collective;1;Autres;0;0;1;0
58215004101155;75;Restaurant;1;Autres;0;0;0;1
79299887400020;75;Restaurant;1;Autres;0;0;1;0
84425431800018;75;Boulangerie-Pâtisserie;1;Autres;0;0;0;1
77558122600518;81;Restauration collective;1;Autres;0;0;1;0
82278510100020;75;Restaurant;1;Autres;0;0;1;0
81274135300054;75;Alimentation générale|Traiteur;1;Autres;0;0;0;1
51980564200013;38;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
88219791600019;93;Restaurant;1;Autres;0;0;1;0
41793280300014;75;Restaurant;1;Autres;0;0;1;0
89087940600019;97;Boucherie-Charcuterie;1;Autres;0;0;1;0
41939614800019;0;Restaurant;1;Autres;0;0;1;0
81292813300022;33;Restaurant;1;Autres;0;0;1;0
81758186100025;69;Boucherie-Charcuterie;1;Autres;0;0;0;1
34145155700027;1;Entreposage de distribution de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
34020512900018;65;Restaurant;1;Autres;0;0;1;0
51932391900018;75;Boulangerie-Pâtisserie;1;Autres;0;0;1;0
84931474500027;79;Restaurant;1;Autres;0;0;1;0
84988389700019;73;Boucherie-Charcuterie;1;Autres;0;0;0;1
39163286600011;75;Restaurant;1;Autres;0;0;0;1
38259559300015;59;Rayon boucherie-charcuterie;1;Autres;0;0;1;0
50175972400013;54;Restaurant;1;Autres;0;0;1;0
43980645600018;48;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
30631517700023;38;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
32712696700063;73;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
75116704000011;56;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;1;0
89009993000012;75;Restaurant;1;Autres;0;0;1;0
85354133200013;69;Restaurant;1;Autres;0;0;1;0
85279666300015;24;Restaurant;1;Autres;0;0;0;1
45321799400020;76;Métier de bouche;1;Autres;0;0;1;0
78818552800023;12;Restauration collective;1;Autres;0;0;0;1
41499254500205;71;Boucherie-Charcuterie;1;Autres;0;0;1;0
82407259900015;40;Fromagerie;1;Autres;0;0;1;0
85124666000019;75;Restaurant;1;Autres;0;0;1;0
53268539300045;93;Restaurant;1;Autres;0;0;1;0
26830066200155;83;Restauration collective;1;Autres;0;0;1;0
53119829900012;10;Restaurant;1;Autres;0;0;1;0
49982684000021;33;Restaurant;1;Autres;0;0;1;0
85014615000014;75;Restaurant;1;Autres;0;0;1;0
81992417600012;75;Restaurant;1;Autres;0;0;1;0
42047939600038;13;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;1;0
30335527500023;38;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
78968707600016;75;Restaurant;1;Autres;0;0;1;0
31543190800021;44;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
78596717500031;44;Restauration collective;1;Autres;0;0;0;1
84886264500019;63;Restaurant;1;Autres;0;0;1;0
19693092900019;69;Restauration collective;1;Autres;0;0;1;0
21420189900017;42;Restauration collective;1;Autres;0;0;1;0
77841426800012;39;Restauration collective;1;Autres;0;0;1;0
49053777600018;32;Restaurant;1;Autres;0;0;1;0
53980410400021;20;Restaurant;1;Autres;0;0;1;0
48167391100014;81;Producteur fermier;1;Autres;0;0;0;1
26750004900700;75;Restauration collective;1;Autres;0;0;1;0
52440886100010;76;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
64545016400027;39;Production d'abats;1;Viandes et produits carnés;0;0;0;1
48777095000011;48;Commerce alimentaire;1;Autres;0;0;1;0
81082377300017;26;Producteur fermier;1;Autres;0;0;0;1
38354633000010;75;Restaurant;1;Autres;0;0;1;0
48777095000011;48;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;1;0
81480157700010;44;Producteur fermier;1;Autres;0;0;0;1
84888358300017;75;Restaurant;1;Autres;0;0;0;1
